Title,Company,Location,job_url,Job Description
Insights Analyst III,Riot Games,Singapore,https://sg.linkedin.com/jobs/view/insights-analyst-iii-at-riot-games-4033257373?position=37&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=KIv8GE7v0TWLhildlPOiLg%3D%3D,"Established in 2020, Riot Singapore is a game development studio focused on delivering great experiences to our players. We partner with our Los Angeles headquarters on game development for League of Legends, Valorant, Teamfight Tactics, and 2XKO. Riot Singapore is seeking talented, passionate Rioters with backgrounds in all areas of game development to build games that make it better to be a player.



The Insights discipline helps Rioters make strategic data-informed decisions. We're an interdisciplinary group of scientists, economists, consultants, and strategists from all sorts of backgrounds who join together to represent and advocate for players around the world. We believe that illuminating the globally diverse experiences, behaviors, and needs of players is essential to Riot living up to our player-focused mission. We're a group united by our love of games, science, and helping others succeed.

As an , you will primarily focus on Teamfight Tactics’ (TFT) monetization space, including cosmetics content creation and store. You will be part of leadership for TFT Singapore, joining the Production Lead, Product Manager, and Associate Art Director. This role emphasizes using strategic thinking, quantitative analysis, and structured problem solving to inform product decisions and ultimately improve business and player outcomes for our games. You will report directly to the Director of Insights for Riot Singapore.





















Don’t forget to include a resume and cover letter. We receive a lot of applications, but we’ll notice a fun, well-written intro that shows us you take play seriously."
Senior Data Analyst - Marketplace Product,Shopee,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/senior-data-analyst-marketplace-product-at-shopee-3998775467?position=38&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=ByQ93rZUUBsaMXNpyY5cAg%3D%3D,"Job Description:
Collaborate closely with product managers and internal stakeholders to understand their problems/requirements and deliver actionable insights to shape product strategy
Work with large datasets to problem-solve, identify key business issues or opportunities, construct hypothesis, and investigate the “why” behind trends and observations"
"Data Analyst - Brand Analytics, Regional Brand Partnership",Shopee,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analyst-brand-analytics-regional-brand-partnership-at-shopee-4151455356?position=39&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=NinpIX2hcUgnTGBKLG75Gw%3D%3D,"About The Team

We are seeking a motivated and detail-oriented BI to join our team. The ideal candidate will work closely with cross-functional stakeholders, leveraging data and automation to enhance business processes, drive insights, and support performance analysis."
"User Growth Data Analyst, TikTok",TikTok,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/user-growth-data-analyst-tiktok-at-tiktok-4177801846?position=40&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=iJV0ZJEAPJDifJzL%2Bf19Pg%3D%3D,"Responsibilities
About TikTok
TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headquarters are in Los Angeles and Singapore, and its offices include New York, London, Dublin, Paris, Berlin, Dubai, Jakarta, Seoul, and Tokyo.

Why Join Us
Creation is the core of TikTok's purpose. Our products are built to help imaginations thrive. This is doubly true of the teams that make our innovations possible. Together, we inspire creativity and enrich life - a mission we aim towards achieving every day. To us, every challenge, no matter how ambiguous, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always. At TikTok, we create together and grow together. That's how we drive impact-for ourselves, our company, and the users we serve. Join us.
About the team
The user growth team is a multiple functional and regional team and we take responsibility for driving user growth by including but not limited to product, marketing, and partnership approaches, not only focusing on new user acquisition but also focusing on users' retention.

1. Responsible for data analysis of international short video products, analyzing key business indicators such as user growth and retention, and providing data support and decision-making suggestions;
2. Build a growth indicator system and target management mechanism, construct and iterate the data visualization system, and provide data insights and analysis support for business growth;
3. Work closely with product, strategy, marketing, and R&D departments to promote the implementation of conclusions and bring business-wide improvements;
4. Design analysis plans such as A/B experiments and causal inference models, verify or deduce business optimization and decision-making conclusions, and provide efficient analysis methods;
5. Responsible for decomposing and diagnosing the driving factors of business growth, investigating and attributing data anomalies, and building automated anomaly attribution tools;
6. In supporting business development, be good at thinking and summarizing, and precipitate growth analysis methodology and data efficiency tools.


Minimum Qualification：
1. Bachelor's degree or above, majoring in mathematics, economics, statistics, computer science, or related fields is preferred;
2. 2+ years of data analysis work experience, with experience in user growth preferred;
3. Proficient in data analysis and modeling skills, familiar with data mining, machine learning, A/B experiments, causal inference, and other analysis methods;
4. Proficient in using Hive, skilled in SQL, Excel, Python, R, and other data analysis tools and programming languages;
5. Have a sense of responsibility and curiosity, have good communication skills and teamwork spirit, and be able to collaborate with team members from different backgrounds to complete tasks;
6. Have strong data sensitivity and business sensitivity, and be able to provide decision-making support for business growth through data analysis and modeling.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.


TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headquarters are in Los Angeles and Singapore, and we also have offices in New York City, London, Dublin, Paris, Berlin, Dubai, Jakarta, Seoul, and Tokyo.



Inspiring creativity is at the core of TikTok's mission. Our innovative product is built to help people authentically express themselves, discover and connect – and our global, diverse teams make that possible. Together, we create value for our communities, inspire creativity and bring joy - a mission we work towards every day.
We strive to do great things with great people. We lead with curiosity, humility, and a desire to make impact in a rapidly growing tech company. Every challenge is an opportunity to learn and innovate as one team. We're resilient and embrace challenges as they come. By constantly iterating and fostering an ""Always Day 1"" mindset, we achieve meaningful breakthroughs for ourselves, our company, and our users. When we create and grow together, the possibilities are limitless. Join us.

Diversity & Inclusion
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too."
Data Analyst (Internship),ShopBack,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analyst-internship-at-shopback-4087114751?position=42&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=fh0I%2BaBYo%2Bmkd1vRLoeX1g%3D%3D,"Our Journey

ShopBack started as a spark of inspiration one night in 2014 when Henry and Joel were brainstorming ideas in Henry’s car. That lightbulb moment — earning Cashback while shopping online — was just the beginning. Fueled by the countless possibilities, the team locked themselves in a hotel room for 24 hours to code the very first prototype. Their mission? To revolutionize shopping by helping advertisers market more cost-effectively, while making every purchase more rewarding for shoppers.

Today, ShopBack is the leading shopping, rewards, and payments platform in Asia-Pacific, empowering 45 million shoppers across 12 markets. With 20,000+ partners and over half a million transactions daily, we’re redefining the way the world shops. As we expand globally, we’re looking for adventurous, driven individuals to help us build .

At ShopBack, we handle a lot of data that can tell us about the way shoppers make buying decisions and the data team is responsible for collecting, processing and organising these large amounts of data. We then analyse these complex datasets to draw out practical findings and data solutions that different stakeholders can utilise to enhance the ShopBack experience. As a Data Analyst (intern), you will see a direct link between your work, company growth, and user satisfaction. You will partner with different stakeholders to support business decisions and generate actionable insights. Your work has a direct impact on millions of shoppers in 12 markets ShopBack operates in and is pivotal in driving the direction and future success of ShopBack.













At this time, we are only able to consider candidates located ONLY in Singapore. However, we’d hope you continue to keep us in mind for other potential opportunities in the future.



We tackle all challenges head-on, working together to solve problems and achieve success.

- We value hard work, and having relentless drive.

We move fast and have a bias for action, all to deliver maximum impact.

We focus on results, always aiming for the best possible outcomes and timelines.

We embrace a growth mindset, constantly striving to learn, improve, and excel in our roles.



and opportunities to take on greater challenges that help you realise your ambitions.

on a journey to global scale.

based on your performance.

where feedback is valued, for everyone to grow and improve every day.

(1-day a week, optional to work from home or office)"
Data Analyst Intern,Rapsodo,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analyst-intern-at-rapsodo-4118502581?position=43&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=9E%2FNzC%2FEufzYGYGfBN1GNA%3D%3D,"Rapsodo is a Sports Technology company with offices in the USA, Singapore, Turkey & Japan. We develop sports analytics products that are data-driven, portable and easy-to-use to empower athletes at all skill levels to analyse and improve their performance. From Major League Baseball star pitchers to Golf tour players, athletes use Rapsodo technology to up their game across the world. Trusted by coaches and players from youths to professionals, Rapsodo provides real-time insights for all-time performance.

We are innovative, focused and rapidly growing. We are continuously looking for team players who will stop at nothing to deliver state of the art solutions as part of Team Rapsodo.

The Role:

As a Data Analyst Intern at Rapsodo, you will contribute to strategic decision-making by dealing and analysing complex data sets, and converting them into actionable insights. This internship is designed to challenge and enhance your business acumen, analytical skills, and leadership abilities, providing you with a solid foundation for a successful career in the sports analytics industry.



This role would be expected to:








We are a global leader in sports vision technology, powered by a team that believes in failing fast, learning faster, and winning as a team. At Rapsodo, you'll thrive in a culture driven by customer focus, achieving more with less, and redefining what's possible. If you are eager to work independently while contributing to a dynamic, innovative, and passionate team, we encourage you to submit your application."
Data Analysts,Maltem Asia-Pacific,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analysts-at-maltem-asia-pacific-4177225853?position=44&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=AMlzLDjgzQ9Ngie06KVolg%3D%3D,"Maltem Asia is seeking Data Analysts for a Wealth Management Client based in Singapore.

Summary:
Supporting data management operations activities for Data Cloud in major project initiatives for Data Strategy Group."
TikTok Shop - Data Analyst Intern - 2025 Start,TikTok,Singapore,https://sg.linkedin.com/jobs/view/tiktok-shop-data-analyst-intern-2025-start-at-tiktok-4076504636?position=46&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=tG8So72xRY%2F8gPoizuSjqA%3D%3D,"Responsibilities

TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headquarters are in Los Angeles and Singapore, and its offices include New York, London, Dublin, Paris, Berlin, Dubai, Jakarta, Seoul, and Tokyo.

Why Join Us

Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible.

Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day.

To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always.

At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.

Join us.

The commerce data science team aims to maximize the efficiency of commerce transactions through quantitative techniques such as mathematical statistics and machine learning. At the same time, we are committed to building a more diverse, inclusive, candid and efficient working atmosphere. We sincerely invite excellent data scientists to join us in building a first-class commerce platform.

We are looking for talented individuals to join us for an internship in from October 2024 onwards. Internships at TikTok aim to offer students industry exposure and hands-on experience. Watch your ambitions become reality as your inspiration brings infinite opportunities at TikTok.





Applications will be reviewed on a rolling basis - we encourage you to apply early.

Successful candidates must be able to commit to at least 4 months long internship period.



Minimum qualifications:







TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.

By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy.

If you have any questions, please reach out to us at apac-earlycareers@tiktok.com"
Junior Data Analyst,StormGeo,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/junior-data-analyst-at-stormgeo-4180220929?position=47&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=UkamcnKNSQm0w%2F8MvcG9Pw%3D%3D,"About StormGeo

Informed by nature, powered by technology We are a leading technology provider enabling weather-sensitive companies to navigate operational challenges in dynamic environments and volatile markets. With nature and weather intelligence at our core, our technological innovations and human expertise transform data into actions that safeguard people, industries, and nature for a sustainable future. For us, it's about more than just business; it's a legacy we are proud to build."
TikTok Shop - Data Analyst Intern - 2025 Start,TikTok,Singapore,https://sg.linkedin.com/jobs/view/tiktok-shop-data-analyst-intern-2025-start-at-tiktok-4078639863?position=48&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=Lj3qnNeTuoMo7zokv1zzCg%3D%3D,"Responsibilities

TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headquarters are in Los Angeles and Singapore, and its offices include New York, London, Dublin, Paris, Berlin, Dubai, Jakarta, Seoul, and Tokyo.

Why Join Us

Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible.

Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day.

To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always.

At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.

Join us.

The commerce data science team aims to maximize the efficiency of commerce transactions through quantitative techniques such as mathematical statistics and machine learning. At the same time, we are committed to building a more diverse, inclusive, candid and efficient working atmosphere. We sincerely invite excellent data scientists to join us in building a first-class commerce platform.

As a project intern, you will have the opportunity to engage in impactful short-term projects that provide you with a glimpse of professional real-world experience. You will gain practical skills through on-the-job learning in a fast-paced work environment and develop a deeper understanding of your career interests.





Applications will be reviewed on a rolling basis - we encourage you to apply early.

Successful candidates must be able to commit to at least 4 months long internship period.



Minimum qualifications:







TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.

By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy.

If you have any questions, please reach out to us at apac-earlycareers@tiktok.com"
"Data Analytics/Science Intern, People Tech (May/Jun - Dec 2025)",Temasek,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analytics-science-intern-people-tech-may-jun-dec-2025-at-temasek-4146077373?position=49&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=21JFOybeTQIuG1fF9yV5gQ%3D%3D,"Temasek is a global investment company headquartered in Singapore, with a net portfolio value of S$389 billion (US$288b, €267b, £228b, RMB2.08t) as at 31 March 2024. Marking our unlisted assets to market would provide S$31 billion of value uplift and bring our mark to market net portfolio value to S$420 billion.

Our Purpose “” guides us to make a difference for today’s and future generations.

Operating on commercial principles, we seek to deliver sustainable returns over the long term.

We have 13 offices in 9 countries around the world: Beijing, Hanoi, Mumbai, Shanghai, Shenzhen, and Singapore in Asia; and Brussels, London, Mexico City, New York, Paris, San Francisco, and Washington, DC outside Asia.

For more information on Temasek, please visit www.temasek.com.sg

For Temasek Review 2024, please visit www.temasekreview.com.sg

For Sustainability Report 2024, please visit www.temasek.com.sg/SR2024



The O&P Operations (O&P Ops) team is a key pillar of the O&P function, playing a vital role to ensure compliance with global employment regulations. Collaborating strongly within Temasek and with service providers, we are responsible for critical HR service delivery in payroll, employee tax, employee life cycle, compliance and people technology. The O&P Ops team actively identifies opportunities for process optimisation and automation, to drive for continuous improvement and execution excellence.

You will be a member of the Group People Technology team to roll out Digital solutions such as RPA, Power Automate, SaaS solutions, dashboards/analytics, and to drive technology transformation within the Organisation & People function. Outstanding final year students may receive a contract job offer."
Senior Product Data Analyst,Crypto.com,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/senior-product-data-analyst-at-crypto-com-4140441073?position=50&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=GjGqEVGTBTj1YJC5OtXx%2FQ%3D%3D,"Our Product Management team drives product initiatives from inception through execution, makes impacts and launches products/features across our global footprint. We collaborate closely with engineers, designers, analysts, marketers, and other cross-functional team members to ship remarkable features and products."
Data Analyst,SCIENTE,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analyst-at-sciente-4188851997?position=51&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=lNvAg1T5vh00pkjdeXOQEQ%3D%3D,"Job Summary
We are looking for an enthusiastic Data Analyst to work on projects for Group Finance team within a large financial organization.
Mandatory Skill-set
Degree in Computer Science, Information Systems, Data Science or equivalent;"
Business Intelligence Analyst (Operations) - SG Business Intelligence,Shopee,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/business-intelligence-analyst-operations-sg-business-intelligence-at-shopee-3763794871?position=52&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=LJjH%2Fhs5t2BD0MPKdqdx3w%3D%3D,"Job Description

Partner with business teams to provide insights to support data-driven decision-making strategy"
Data Analyst,CLPS Global,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analyst-at-clps-global-4180064197?position=53&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=3uxBVoo%2FjKVzr5fcBFJ7gg%3D%3D,"Possess a degree in Computer Science/Information Technology or related fields.
At least 3 years of working experience in Data Management, especially in financial industry."
Data Analyst,Goose,Singapore,https://sg.linkedin.com/jobs/view/data-analyst-at-goose-4185440696?position=54&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=pGIE%2FQMU3Vw2QBjLqseMBA%3D%3D,"About Us
We are a global leader in SaaS solutions for video streaming, serving a diverse range of industries and markets across multiple regions. As part of our expansion, we are building a new product team to drive innovation and provide enhanced support for our streaming platform. Backed by a well-established and profitable international business, we are poised to continue our growth."
"Data Analytics Intern - Business Intelligence, Regional Operations (Summer 2025)",Shopee,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analytics-intern-business-intelligence-regional-operations-summer-2025-at-shopee-3763092440?position=55&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=zmWJctO1ZFT8T6U1U3HN7A%3D%3D,"About The Team

Reg SPX's Business Intelligence Data Analysts go beyond performance monitoring and report - they play a crucial role in conducting in-depth data-powered analysis and research that drive key business decisions across Regional Marketplace and Fulfilment Operations.

We’re looking for a hands-on, motivated individual who enjoys complex problem-solving and deriving data-backed solutions to help drive high-impact business changes.

You will be exposed to a multitude of functional areas across Shopee as you work on pivotal initiatives to improve our user experience, both within the various teams in Regional Marketplace and Fulfilment Operations and other teams such as Data Science/ Engineering and Product. Additionally, you will also receive guidance, training and support to help you attain valuable skills and grow professionally in your career."
Data Analyst,Zenika,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analyst-at-zenika-4185213109?position=56&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=FLiRvlcV9NW%2FMPJQIqoRzw%3D%3D,"Is there a Zenika in you?
Let’s talk skills and passion first.
You’re not just crunching numbers—you’re enabling smarter decisions through reliable, well-organized data. With a knack for data analysis and a commitment to maintaining quality, you’re adept at transforming complex datasets into actionable insights. You thrive on ensuring data integrity, reconciliation, and troubleshooting, and you’re always up for learning new tools like Tableau and Snowflake."
Data Analyst - Digital Banking,SeaMoney,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analyst-digital-banking-at-seamoney-4183484080?position=57&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=mzAG%2ByT29pBWmleOQ4cMXA%3D%3D,"Job Description

Work closely with stakeholders to understand their needs/ pain points, translate them into data analytics problems, and provide/implement actionable analytics solutions."
"Data Analyst Intern - Seller Operations, Regional Operations (Spring 2025)",Shopee,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/data-analyst-intern-seller-operations-regional-operations-spring-2025-at-shopee-3731804094?position=58&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=nciCdhuSpJ67Iaw9JfGxLQ%3D%3D,"Job Description

Work with large data sets to distill insights into sellers’ behaviour using advanced data analytics tools (SQL, Python Pandas, etc.)"
Business Intelligence Analyst - SG Business Intelligence,Shopee,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/business-intelligence-analyst-sg-business-intelligence-at-shopee-3953699631?position=59&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=mLr1WEMmQHh%2FOslXkXeGZw%3D%3D,"Job Description

Partner with business teams to provide insights to support data-driven decision making strategy"
TikTok Shop - Data Analyst,TikTok,Singapore,https://sg.linkedin.com/jobs/view/tiktok-shop-data-analyst-at-tiktok-4086253881?position=60&pageNum=0&refId=9FcPbE%2B64zkQQmGyskfD1g%3D%3D&trackingId=GGzasDQP0juhq%2F3LLzUPFw%3D%3D,"Responsibilities

About Us

TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headquarters are in Los Angeles and Singapore, and its offices include New York, London, Dublin, Paris, Berlin, Dubai, Jakarta, Seoul, and Tokyo.

Why Join Us

Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible.

Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day.

To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always.

At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve.

Join us.







Minimum Qualifications



Preferred Qualifications



TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too."
Software Engineer - Fresh Grad,PayPal,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-fresh-grad-at-paypal-4043321174?position=1&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=%2BRbYx3vVOnwckUuZulUx3w%3D%3D,"The Company
PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure, PayPal empowers consumers and businesses in approximately 200 markets to join and thrive in the global economy.

We operate a global, two-sided network at scale that connects hundreds of millions of merchants and consumers. We help merchants and consumers connect, transact, and complete payments, whether they are online or in person. PayPal is more than a connection to third-party payment networks. We provide proprietary payment solutions accepted by merchants that enable the completion of payments on our platform on behalf of our customers.

We offer our customers the flexibility to use their accounts to purchase and receive payments for goods and services, as well as the ability to transfer and withdraw funds. We enable consumers to exchange funds more safely with merchants using a variety of funding sources, which may include a bank account, a PayPal or Venmo account balance, PayPal and Venmo branded credit products, a credit card, a debit card, certain cryptocurrencies, or other stored value products such as gift cards, and eligible credit card rewards. Our PayPal, Venmo, and Xoom products also make it safer and simpler for friends and family to transfer funds to each other. We offer merchants an end-to-end payments solution that provides authorization and settlement capabilities, as well as instant access to funds and payouts. We also help merchants connect with their customers, process exchanges and returns, and manage risk. We enable consumers to engage in cross-border shopping and merchants to extend their global reach while reducing the complexity and friction involved in enabling cross-border trade.

Our beliefs are the foundation for how we conduct business every day. We live each day guided by our core values of Inclusion, Innovation, Collaboration, and Wellness. Together, our values ensure that we work together as one global team with our customers at the center of everything we do – and they push us to ensure we take care of ourselves, each other, and our communities.


At PayPal, we are looking for smart, tenacious and hardworking individuals who can challenge themselves in a highly collaborative environment. We welcome engineers who are passionate about their craft, interested in the digital payments industry and excited to grow with us.




You would join a scrum team and work with other senior and experienced team members to contribute to the design, implementation and testing of critical services of large-scale systems. You would get the chance to demonstrate your potential of developing high-quality maintainable software and play a major part in the expansion of PayPal into new markets.











globaluniversitygraduatesoftwareengineering

For the majority of employees, PayPal's balanced hybrid work model offers 3 days in the office for effective in-person collaboration and 2 days at your choice of either the PayPal office or your home workspace, ensuring that you equally have the benefits and conveniences of both locations.



At PayPal, we’re committed to building an equitable and inclusive global economy. And we can’t do this without our most important asset—you. That’s why we offer benefits to help you thrive in every stage of life. We champion your financial, physical, and mental health by offering valuable benefits and resources to help you care for the whole you.

We have great benefits including a flexible work environment, employee shares options, health and life insurance and more. To learn more about our benefits please visit https://www.paypalbenefits.com



To learn more about our culture and community visit https://about.pypl.com/who-we-are/default.aspx



PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state, or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at paypalglobaltalentacquisition@paypal.com.



Our employees are central to advancing our mission, and we strive to create an environment where everyone can do their best work with a sense of purpose and belonging. Belonging at PayPal means creating a workplace with a sense of acceptance and security where all employees feel included and valued. We are proud to have a diverse workforce reflective of the merchants, consumers, and communities that we serve, and we continue to take tangible actions to cultivate inclusivity and belonging at PayPal.

Any general requests for consideration of your skills, please Join our Talent Community.

We know the confidence gap and imposter syndrome can get in the way of meeting spectacular candidates. Please don’t hesitate to apply.

REQ ID R0118527"
"Internship, Technology (Full Stack Developer) May/June - December 2025",Temasek,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/internship-technology-full-stack-developer-may-june-december-2025-at-temasek-4146075605?position=2&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=dIqE4c81cwsMO82l9Y9udg%3D%3D,"Temasek is a global investment company headquartered in Singapore, with a net portfolio value of S$389 billion (US$288b, €267b, £228b, RMB2.08t) as at 31 March 2024. Marking our unlisted assets to market would provide S$31 billion of value uplift and bring our mark to market net portfolio value to S$420 billion.

Our Purpose “” guides us to make a difference for today’s and future generations.

Operating on commercial principles, we seek to deliver sustainable returns over the long term.

We have 13 offices in 9 countries around the world: Beijing, Hanoi, Mumbai, Shanghai, Shenzhen, and Singapore in Asia; and Brussels, London, Mexico City, New York, Paris, San Francisco, and Washington, DC outside Asia.

For more information on Temasek, please visit www.temasek.com.sg

For Temasek Review 2024, please visit www.temasekreview.com.sg

For Sustainability Report 2024, please visit www.temasek.com.sg/SR2024



You will be joining a cross-functional product team (i.e. engineers, designers, business analysts, product managers) that builds in-house analytics products strategic to Temasek’s business. This team works closely with business stakeholders to leverage data and AI/ML in the areas of investment decision-making, talent management, workplace productivity etc."
Software Developer - Graduate Hire,Crypto.com,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-developer-graduate-hire-at-crypto-com-4159198842?position=3&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=3bXQpq%2FrWNm6tyZ%2B%2BQa5jA%3D%3D,"About Us
Founded in 2016, Crypto.com serves more than 80 million customers and is the world's fastest growing global cryptocurrency platform. Our vision is simple: Cryptocurrency in Every Wallet™. Built on a foundation of security, privacy, and compliance, Crypto.com is committed to accelerating the adoption of cryptocurrency through innovation and empowering the next generation of builders, creators, and entrepreneurs to develop a fairer and more equitable digital ecosystem."
