year,course_name,course_description,reference
2024,Diploma (Conversion) in Computer Networking,"Rapid advances in Internet technologies and applications, and the subsequent proliferation of economic activity on the Internet have ushered in the digital age where virtually every organization wants to leverage this massive and ubiquitous public technology infrastructure to create new value for its stakeholders. With the advancement of computer technology coupled with pervasive use of computers, and in part to support the Singapore’s Smart Nation vision, there is a need for personnel trained in computer networking.In the survey on Infocomm Media Manpower conducted by the Infocomm Media Development Authority (IMDA) in 2018, a Network and Infrastructure professional is one of the most in-demand role, accounting for 17% of the total demand for Infocomm professionals. Enterprises have projected that the demand for Networks & Infrastructure-related roles will grow by 2,300 in the period of 2018 – 2020.The Diploma (Conversion) in Computer Networking offered by the School of EEE seeks to address this industrial demand. The course intends to train and equip participants with the practical knowledge and skills in administrating the Enterprise IT Network and Systems.The course aims to teach participants to:Understand the concepts in data communication and the role of computer network equipment like routers and switches.Design, configure and troubleshoot computer networks.Setup, configure, operate and maintain servers on a computer network.Students will be enrolled into the Cisco Networking Academy and takes modules in the CCNA course to prepare them for the Cisco Certified Network Associate (CCNA) professional certification.Participants are required to bring their personal computer notebook when attending lessons, as they may need it to access e-learning materials, run simulation software, write reports, etc.This course aims to introduce students to the principles, concepts and techniques in managing computer network equipment and servers. The networking modules will provide students with the basic concepts in data communication, and an understanding of computer network equipment like routers and switches, and their configuration. Students will also be equipped with network troubleshooting skills and the ability to implement network and security control. Internetworking technologies of Wide Area Network (WAN) communication protocols and configuration are also covered in the course. The Network Server Administration module will concentrate on setting up and maintaining important services running on the Enterprise network. All modules are taught with extensive hands-on sessions as well as theoretical discussions.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/diploma-(conversion)-in-computer-networking
2024,Specialist Diploma in Energy Efficiency & Management,"The electricity industry in Singapore was de-regulated, thus giving many more options to the industrial and in time also for residential consumers. This was expected translate into more innovative and market driven energy products for consumers like competitive energy prices and energy efficient devices, etc. The Energy Conservation Act will be updated and in force to introduce minimum energy management standards for large energy users in the industry sector with effective from FY2013.Specialist Diploma in Energy Efficiency and Management (SEEM) is designed to develop the technical skills and competence of engineering professionals needed to manage and track energy usage within the organization they serve. It gives a thorough understanding of the key energy issues in the building sector.Participants are required to bring computer Notebook when attending lessons, as you may need it to access the e-learning materials, writing reports, etc.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/specialist-diploma-in-energy-efficiency-management
2024,Specialist Diploma in Nutrition and Exercise Science,"This diploma course aims to provide learners with an integrated education focusing on nutrition and exercise science so that students can acquire a holistic education in health and fitness. It also enhances occupational and personal competencies for better career enhancement in the health and fitness industry.The course aims to provide the participants with the:Understanding of the science of nutrition and the importance of nutritional adequacy and balance for optimal growth and health. Understanding of the role of nutrition in disease prevention and management.Overview and appreciation of the underlying principles and practice involved in the evolving field of exercise and sports nutrition.Understanding of the physiological principles that explain how the human body functions during exercise.Ability to apply the knowledge of exercise physiology in the fitness and performance arena to attain general wellness levels and achieve maximum performance in sport or exercise.Understanding of the process of evaluating and diagnosing movement inefficiencies, thereby improving movement quality and reduce injuries.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/specialist-diploma-in-nutrition-exercise-science
2024,Specialist Diploma in Digital Content Marketing,"In our digitally connected world, businesses have increased digital requirements. Creative media specialist jobs (including online video content creation) has been projected to grow by 4,700 in the next three years (IMDA Manpower Survey, 2018).To address these industry needs, the School of Media, Arts and Design is pleased to introduce our new Specialist Diploma in Digital Content Marketing (SD-DCM), jointly offered by Singapore Polytechnic (SP) and Singapore University of Social Sciences (SUSS).Key Features of the SD-DCM:SD with pathway to SUSS minor (subject to SUSS’ entry requirements): Suitable for driven participants who want to kick-start their career and also desire to further their university education at the same timeFlexibility for companies and participants: The programme provides flexibility to full-time employees through the use of blended learning so night classes take place only once or twice a weekThe SD-DCM is designed to equip participants with skills and knowledge in Digital Content Marketing.By the end of the programme, participants will be able to:Produce simple digital content for businessesDevelop a digital content strategy and use digital/social media tools and techniques for marketingDeepen skills in one of the two areas: Branding using Social Media, and Social Media Metrics and Analytics",https://www.sp.edu.sg/pace/courses/all-courses/course-details/specialist-diploma-in-digital-content-marketing
2024,Specialist Diploma in Operational Technology Cybersecurity (Industrial Control Systems),"This course aims to develop students with the competency required for a secured deployment of Industrial Control Systems (ICS) in manufacturing facilities and in critical infrastructure. Upon completing the course, students will be able to make a differentiation between Operation Technology (OT) and Information Technology (IT) cyber-security, and be equipped with critical knowledge and skills to identify cyber threats to ICS and propose solutions for cyber security.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/specialist-diploma-in-operational-technology-cybersecurity-(industrial-control-systems)
2024,Diploma in Engineering (Control & Automation),"The Diploma in Engineering (Control and Automation) (DECA) focuses on electrical and electronic engineering that is applied in the area of automation, process control and instrumentation and aims to equip adult learners with the knowledge and skills required to undertake diploma-level jobs in the manufacturing, process and automation industries.In response to the evolving needs of the industry, this course has been brought up-to-date with the introduction of 3 new modules:Artificial Intelligence for Automation, which provides the background required to understand the techniques involved in Artificial Intelligence (AI) and Machine Learning (ML) and equip students with knowledge of how to implement AI and ML systems and solutions for industrial automation systems.Smart Sensors & Actuators, which provides students with a broad knowledge of various types of smart sensors and an in-depth understanding of the principle & application of smart sensors & actuators in automation and process industries.Digital Manufacturing Technology, which covers the various components and technologies in Digital Manufacturing (Industry 4.0).Participants in this course will have the opportunity to gain hands-on training in our laboratories, which are equipped with facilities from leading industrial suppliers including Siemens, Yokogawa, Endress+Hauser, Pepperl+Fuchs, ABB, Bosch, Festo and National Instruments.The Diploma in Engineering (Control & Automation) complies with the revised CET Diploma Framework, which specifies that each CET diploma course will consist consists of five 180-hour modular certificates (MC). Each MC is designed to be completed in one academic semester and is made up of 150 contact hours and 30 flexible learning hours. The flexible learning hours are non-timetabled curriculum hours set aside for self-paced learning activities like eLearning or project assignments.Participants are required to bring their computer notebook when attending lessons, as they may need it to access the e-learning materials, write reports, etc.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/diploma-in-engineering-(control-automation)
2024,Specialist Diploma in Cosmetic Science,"This course aims to provide broad-based science knowledge with an emphasis on the personal care sector, such as cosmetic raw materials, formulations, quality control, cosmetic regulations, etc.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/specialist-diploma-in-cosmetic-science
2024,Diploma in Engineering (Mechanical - Rapid Transit Technology),"Singapore is expanding its network of rapid transit lines and there will be a need for more skilled personnel to maintain and manage its systems. According to the Land Transport Master Plan 2013, the length of the rail network will double, from 178km in 2012 to 360km by 2030, and the intervals between trains will shorten from 120 seconds to 100 seconds during peak hours. At the same time, 112 trains and train-cars will be added to the existing fleet of 253.To support this growing demand from the public transport sector, this course aims to train skilled personnel such as technical officer and assistant engineer for mass rapid transit or rail related industry.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/diploma-in-engineering-(mechanical--rapid-transit-technology)
2024,Diploma in Engineering (Electrical- Rapid Transit Technology),"This course aims to train fresh ITE graduates and in-service staff with NITEC or Higher NITEC qualification to become the next generation of rail engineering professionals with the necessary skills and knowledge to meet the manpower needs of Singapore’s growing rail network of 360 km by 2030.It also aims to provide ITE engineering graduates another career progression pathway by acquiring a diploma qualification while continuing to be in the workforce, thereby retaining them in the sector, and mitigating manpower shortage faced by employers.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/diploma-in-engineering-(electrical-rapid-transit-technology)
2024,Specialist Diploma in Digital Technologies for Smart Sustainable Cities,"The course comprises of four modules that may be completed over two (2) semesters (one (1) year). Upon completion of two (2) modules, students will be awarded one (1) Post Diploma Certificate (PDC). Upon successfully acquiring two (2) PDCs, students will be conferred the Specialist Diploma in Digital Technologies for Smart Sustainable Cities qualification from Singapore Polytechnic (SP). The first PDC to start with is PDC1.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/specialist-diploma-in-digital-technologies-for-smart-sustainable-cities
2024,SPECIALIST DIPLOMA IN USER EXPERIENCE AND DIGITAL PRODUCT DESIGN,"User Interface (UI) & User Experience (UX) design have emerged as highly sought-after skills in recent years, as organisations increasingly recognise the value of user-centred design across various industries and domains.This Specialist Diploma equips you with the skills and knowledge to thrive in this rapidly growing field. By integrating problem-solving, empathy, creativity, and technical skills, you will learn how to create user experiences that meet users’ needs and establish a strong connection to a company's brand.Throughout the Specialist Diploma, you will engage in hands-on learning that encompasses all key aspects of the UI & UX design process. This includes planning and conducting user research, defining users' needs, generating user experience design ideas, and creating and testing wireframes and interactive prototypes at various levels of fidelity. Effectively communicating the value of your designs and gaining buy-in from stakeholders, you will develop the persuasive skills necessary for successful implementation.By the end of the course, you will learn how to apply UI & UX design principles in digital product design, design impactful mobile apps, websites, and digital interfaces that captivate users, as well as develop comprehensive design systems. Furthermore, you will acquire foundational knowledge in product management, including Scrum and Agile methodologies. These core skills will enable you to thrive in product design teams and capitalise on the multitude of job opportunities available in this dynamic and exciting field.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/specialist-diploma-in-user-experience-digital-product-design
2024,Specialist Diploma in Microbiology,"The Specialist Diploma in Microbiology course is designed to equip laboratory practitioners with theoretical knowledge of medical, environmental, pharmaceutical, food and industrial microbiology as well as practical applications using new and emerging technologies to enable them to work effectively in the medical diagnostic and investigative microbiology laboratories.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/specialist-diploma-in-microbiology
2024,Specialist Diploma in Maritime Superintendency,"The proposed Specialist Diploma in Maritime Superintendency course administered by SMA offers a comprehensive training that caters to the needs of applicants who are seeking to attain the relevant knowledge and technical skills to plan, direct and coordinate the marine and technical operation from shore.Duration of this course with part-time (evening) lessons only is one year. If there is demand, we will also consider offering this course as a full-time short course.This course is developed in alignment with the Skills Framework for Sea Transport under Technical Superintendent / Senior Superintendent and Marine Superintendent / Senior Marine Superintendent. The course syllabus is based on the critical functions key tasks and mapped with the Skills and Competencies listed in the Skills Maps of Technical and Marine Superintendents.At the end of the course, candidates will acquire a sound understanding of the roles and responsibilities of maritime superintendent to ensure safe, economic and efficient operation of the ships and offshore vessels. They will also be able to manage and operate vessels in accordance with organisation policies, operating procedures and management systems.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/specialist-diploma-in-maritime-superintendency
2024,Specialist Diploma in Applied Drama & Psychology,"The SP Media, Arts and Design School is pleased to introduce our Specialist Diploma in Applied Drama & Psychology (NSADP). This is a course we offer to enable working professionals in the education and social service settings to deepen their skills set in a new knowledge domain as part of their journey in being a life-long learner. This part-time course can be completed in one year.The NSADP course aims to deepen the skills and knowledge of professionals from the social service sector who do community engagement work. It equips learners with a deeper understanding of the issues that emerge during the human lifespan, current trends that feature in today’s society and skills to design and manage effective community programmes that use applied drama as an engagement tool. By the end of the course, learners will have an understanding of:How community engagement programmes can be framed and designed ethically and sustainablyThe psychological developments of an age related communityDrama based techniques and how to facilitate themHow to reflect on one’s own practice using a reflective framework",https://www.sp.edu.sg/pace/courses/all-courses/course-details/specialist-diploma-in-applied-drama-psychology
2024,Specialist Diploma in Aviation Management (Air Cargo),"With the increase in trade and global supply chain demand, air cargo activities in Singapore are set to grow exponentially. The strong growth of the air cargo sector gives rise to the increased manpower needs for the industry and also for existing air cargo workforce to upgrade and pick up relevant skillsets to drive productivity in the companyThe Specialist Diploma in Aviation Management (Air Cargo) provides participants with an overview of Aviation Management fundamentals in airline and airport management with specialisation in air cargo operations and management. Participants will be able to pick up the latest industry practices through this programme.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/specialist-diploma-in-aviation-management-(air-cargo)
2024,Specialist Diploma in Data Science (Artificial Intelligence),"Harness the Power of Artificial Intelligence (AI) to Build the Future! The Specialist Diploma in Data Science (Artificial Intelligence) is designed to equip you with the skills and knowledge you need to build data-driven AI applications and cognitive products.You will learn the foundational concepts and methods of statistics and programming for data science, as well as specialised skills in applied machine learning, deep learning, time-series forecasting, generative AI prompt engineering, and AI-human interfaces (such as chatbots).Upon graduation, you will be able to:Apply machine learning algorithms to design and develop intelligent software applicationsBuild cognitive products that interact with humans in a natural and engaging wayUse data to solve complex business problems and make better decisions",https://www.sp.edu.sg/pace/courses/all-courses/course-details/specialist-diploma-in-data-science-(artificial-intelligence)
2024,Diploma (Conversion) in Web and Programming,"The objectives for Diploma (Conversion) in Web and Programming (NVWP) remain unchanged, as follows:a) To provide training on optimising website design and creation.b) To provide training on client side programming.c) To provide training on programming fundamentals.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/diploma-(conversion)-in-web-and-programming
2024,Specialist Diploma in Motion Graphics Design,"By the end of the course, students should be able to• Perform design research and concept creation• Composite Visuals• Storyboard• Create 2D and 3D animation• Construct 3D models• Utilise Digital Lighting• Colour Grade Videos•Apply surfacing and texturing in both 2D and 3D• Rig objects for animation",https://www.sp.edu.sg/pace/courses/all-courses/course-details/specialist-diploma-in-motion-graphics-design
2024,Specialist Diploma in Data Science (Data Analytics),"Data is ubiquitous in government and in industry sectors including banking, insurance, healthcare, telecommunications, manufacturing, and retail. This course provides graduates with fundamental skills in statistics and data mining that are required by jobs in these industries that involve working with data and extracting information that is useful to the business.The objectives of the Specialist Diploma in Data Science (Data Analytics) are to provide training in the fundamentals of statistics and programming for data science, and to provide training on specialised skills in the areas of data mining and applied statistical methods. Graduates of the course will be competent in summarising and presenting data, performing statistical analysis of univariate and multivariate data, preparing data, developing and applying predictive models, and using descriptive models to uncover patterns in data.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/specialist-diploma-in-data-science-(data-analytics)
2024,Specialist Diploma in Data Science (Vision and language Analytics),"This course is designed to equip industry practitioners with applied skills in AI driven visual-textual data analytics by using CV (Computer Vision) and NLP (Natural Language Processing), in order to help them stay relevant in the evolving digital transformation of various industrial sectors.Upon successful completion of the course, participants will be able to:understand the concepts of CV and NLP together with their applications,identify the tasks associated with CV and NLP,pre-process visual and textual data,develop machine learning or deep learning models for CV and NLP tasks,evaluate model performance and fine-tune parameters for performance improvement andapply their skills and knowledge in their professional environment.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/specialist-diploma-in-data-science-(vision-and-language-analytics)
2024,Work-Study Certificates leading to part-time Diploma in Applied Science (Chemical Laboratory Technology),1. To support the SkillsFuture initiative in strengthening applied education and provide continual academic and career progression pathways for ITE students after graduation;2. To provide participants with the knowledge and skills required to take on the job responsibilities of a laboratory technician in the chemical industry.,https://www.sp.edu.sg/pace/courses/all-courses/course-details/work-study-certificates-leading-to-part-time-diploma-in-applied-science-(chemical-laboratory-technology)
2024,Work Study Certificates leading to Part-time Diploma in Business Practice (Business Management),"The aims of this course are as follows:To support the government’s initiative to promote multiple pathways and provide an additional opportunity for ITE graduates to upgrade themselves academically while being in full-time employment. It provides them with opportunities, after graduation, to build on the skills and knowledge they acquired in school, and better supports their transition into the workforce, as well as higher academic qualifications.To provide participants with foundational skillsets to take on customer service, sales and marketing-related roles across various sectors in the industry, particularly the retail and wholesale trade sectors.To provide participants the option to complete three (3) additional MCs for the award of Diploma in Business Practice: Business Management (DBBM).",https://www.sp.edu.sg/pace/courses/all-courses/course-details/work-study-certificate-leading-to-diploma-in-business-management-(business-practice)
2024,Work-Study Post-Diploma (Specialist Diploma in Building Information Modelling Management),"Building Information Modelling (BIM) is identified as one of the key technology drivers by the Building and Construction Authority of Singapore (BCA) to improve work productivity and digital integration across the various disciplines in the Built Environment (BE) design and construction value chain. The School of Architecture and Built Environment (ABE) is introducing the Specialist Diploma in Building Information Modelling Management (NSBML) course to align with BCA’s Industry Transformation Map (ITM). This course is offered to applicants who are keen to further their education in BIM knowledge as part of the journey in furthering their career pathways and being a life-long learner in advancing digitisation across the various design and construction workflow processes. This course will equip applicants with the ability to facilitate and reinforce organisation’s BIM capabilities and deliver building projects using the various BIM platforms.This course is offered to Work-Study Programmes (WSP) applicantsThis is a part-time evening course, and is completed in a duration of one year over 2 Semesters following the Singapore Polytechnic academic calendar.Applicants are required to bring their computer notebook when attending facilitated lessons to access to e-learning materials, assignments, writing project reports, etc.The Specialist Diploma in Building Information Modelling (BIM) Management is designed to boost the level of BIM expertise the BE industry and deepen the skills and knowledge of applicants in BIM management. This is achieved through facilitated learning at SP supported by the on-the-job training with participating WSP companies in the Building and Construction industry.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/work-study-post-diploma-(specialist-diploma-in-building-information-modelling-management)
2024,Work-Study Certificates leading to part-time Diploma in Engineering (Advanced Manufacturing),"SP School of Mechanical & Aeronautical Engineering is pleased to offer the Work-Study Programme (WSP) leading to part-time Diploma in Engineering (Advanced Manufacturing). The WSP is a work-study programme designed to give fresh graduates from Polytechnic and Institute of Technical Education (ITE) a head-start in careers related to their discipline of study. It provides them with more opportunities after graduation to build on the skills and knowledge they acquired in school, and better supports their transition into the workforce.This Work-Study Programme (WSP) aims to provide fresh graduates from Institute of Technical Education with the knowledge and skills to undertake job responsibilities of a maintenance specialist in process manufacturing plant or related industry.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/work-study-certificates-leading-to-part-time-diploma-in-engineering-(advanced-manufacturing)
2024,Work-Study Post-Diploma (Advanced Diploma in Power Engineering),"The Advanced Diploma in Power Engineering (NAPE) is an 18-month SkillsFuture Work-Study Programmes (WSP) where trainees go through classroom facilitation and On-the-Job Training (OJT) to deepen relevant occupational and industry knowledge and skills. Fresh polytechnic graduates from relevant courses will be employed by participating companies in the power industry as full-time employees while studying part-time through classroom facilitation in Singapore Polytechnic.This course aims to deepen the existing knowledge and skills of fresh polytechnic graduates in the areas of:power system protectionhigh voltage operationpower transmission and distributionpower system planning and controlelectricity overview, acts and regulations",https://www.sp.edu.sg/pace/courses/all-courses/course-details/work-study-post-diploma-(advanced-diploma-in-power-engineering)
2024,SP-SUSS Work-Study Post-Diploma leading to Specialist Diploma in Digital Content Marketing,"Looking to get a head start in your career, while still furthering your education and deepening your skills in digital content marketing? The Work-Study Programme (Digital Content Marketing) (WSProg-DCM) can be your answer.Jointly offered by Singapore Polytechnic (SP) and Singapore University of Social Sciences (SUSS), the WSProg-DCM is a 12-month work-study programme created out of a convergence of three industries: Media, Marketing and Info-communication Technology. The programme is targeted at motivated fresh polytechnic graduates who want to stand out from the crowd by jump-starting their full-time careers with WSP companies (with full pay), while simultaneously receiving sponsored part-time structured training in digital content marketing from SP and SUSS.The WSProg-DCM is designed to deepen the skills and knowledge of participants in Digital Content Marketing, through structured institutional-based learning, complemented by on-the-job training by participating employers.Content Marketing is “a strategic marketing approach focused on creating and distributing valuable, relevant, and consistent content to attract and retain a clearly defined audience — and, ultimately, to drive profitable customer action” (Content Marketing Institute).",https://www.sp.edu.sg/pace/courses/all-courses/course-details/sp-suss-work-study-post-diploma-leading-to-specialist-diploma-in-digital-content-marketing
2024,Work-Study Post-Diploma (Specialist Diploma in Port Management and Operations),"This structured 12-month work-study programme will not only prepare the participants for a fruitful career in the port industry, it will help to build a critical pipeline of port operations officers to support the development of Singapore as a premier global hub port. It will provide the participants with a head-start in careers through the deepening of skills gained from acquiring relevant work experience and skills. Participants will enjoy skills-based wage increments and meaningful career advancement pathways upon programme completion and satisfactory job performance.This Work-Study Programmes (WSP) aims to provide the participants with a head-start in their career and deepen their skillsets in the container terminal and multi-purpose port operations which include yard planning, stowage planning and control centre. The participants will be given the opportunity to learn better through structured practicum training and institution-based training in the port operations sector.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/work-study-post-diploma-(specialist-diploma-in-port-management-and-operations)
2024,Work-Study Post-Diploma (Specialist Diploma in Full Stack Web Development),"Upon completion of the programme, the student will be able to:apply responsive web user interaction design.develop both front-end and back-end web applications.design, develop and deploy a full stack web application.apply agile software project management best practices.Notes:WSP Company refers to companies that has joined the programme as an employer of the WSPostDip-SDFSW student (WSP Students). Companies must be Singapore-registered or incorporated and could be from various sectors, which includes both MNCs and SMEs.Fresh ICT Diploma graduates refers to Singaporeans and Singapore Permanent Residents Diploma graduates from Polytechnics or ITE who are within three years of graduation or Operationally Ready Date for full-time National Servicemen.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/work-study-post-diploma-(specialist-diploma-in-full-stack-web-development)
2024,SP-SUSS Work-Study Certificates leading to part-time Diploma in Engineering (Aerospace),"The School of Mechanical & Aeronautical Engineering is pleased to introduce our Work-Study Certificates leading to Diploma in Engineering (Aerospace), DEASL and Part-time Diploma in Engineering (Aerospace), DEAS is a programme in collaboration with the University of Social Science (SUSS). In this collaboration, graduates of the programme will be granted a pathway to SUSS, BEng Aerospace Systems (BEHAS) with advanced standing.This course provides continual academic and career progression pathways for ITE students after graduation. It will also provide participants with the knowledge and skills essential to take on the job responsibilities in the Aerospace industry.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/work-study-certificates-leading-to-part-time-diploma-in-engineering-(aerospace)
2024,Work-Study Post-Diploma (Advanced Diploma in Applied Science and Engineering (Microelectronics and Materials)),"The objectives of WSP-NAASE are as follows:(a) Provide participants with broad-based science and engineering training emphasising on concepts and applications of advanced materials within the pillar of specialty chemicals and microelectronics industry. This will include concepts and principles of encapsulation, environmental sustainability, formulation design, materials’ performance evaluation, 3D printing technology, product development, microelectronics process and nanofabrication, IC (Integrated circuit) reliability methodologies and failure analysis tools.(b) Equip participants with essential laboratory skills in formulations as well as performance evaluation of advanced materials.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/work-study-post-diploma-(advanced-diploma-in-applied-science-and-engineering-(microelectronics-and-materials)
2024,Work Study Certificates Leading to Part-time Diploma In Software Engineering,"Upon completion of the programme, graduates will be able to:Apply computational thinking and key foundational programming concepts in program or software constructionApply the principles and concepts of database management systems for data management that enables users to store structured and unstructured dataAnalyse, design and manage software solutions and projects that applies various software development methodologies and best practicesApply user experience and user interface principles to develop multi-platform software applications using front-end and back-end software frameworks, programming languages and librariesApply secure software design principles and techniques and undertake software testing to ensure quality, and robust software solutionsApply or infuse emerging ICT technologies in software solutions, such as Artificial Intelligence (AI), Internet of Things (IoT)Apply DevOps practices and tools to increase an organisations ability to deliver applications and services at high velocityUse cloud-based platforms for software solutioning and deployment.Work within collaborative teams to integrate knowledge and technical skills acquired to design, develop and deploy software solutions from end-to-end.",https://www.sp.edu.sg/pace/courses/all-courses/course-details/work-study-certificates-leading-to-part-time-diploma-in-software-engineering
